File,Foraging (Y/N),Seal_Presence,Original_Date (Do Not Use for R),Date,File_Timestamp,Time_In_1,Time_Out_1,Time_In_2,Time_Out_2,Time_In_3,Time_Out_3,Time_In_4,Time_Out_4,Time_In_5,Time_Out_5,Time_In_6,Time_Out_6,Cumulative_Time_m,Cumulative_Time_s,FGS_Status,Notes,
May_15_2023_122629_1470,NA,N,"May _20, _2023",5/20/23,__2:32:48 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1471,NA,N,"May _20, _2023",5/20/23,__2:37:36 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,A couple very small schools of fish,
May_15_2023_122629_1472,NA,N,"May _20, _2023",5/20/23,__2:42:24 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1473,NA,N,"May _20, _2023",5/20/23,2:47:12 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1474,NA,N,"May _20, _2023",5/20/23,2:52:00 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1475,NA,N,"May _20, _2023",5/20/23,__2:56:56 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1476,NA,N,"May _20, _2023",5/20/23,__3:01:54 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1477,NA,N,"May _20, _2023",5/20/23,3:06:50 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1478,NA,N,"May _20, _2023",5/20/23,3:11:38 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1479,N,Y,"May _20, _2023",5/20/23,__3:16:26 AM,14:05.1,14:34.3,,,,,,,,,,,00:29.2,29.20,OFF,Slow float out and back under the bridge,
May_15_2023_122629_1480,NA,N,"May _20, _2023",5/20/23,__3:21:16 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1481,NA,N,"May _20, _2023",5/20/23,__3:26:04 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1482,NA,N,"May _20, _2023",5/20/23,__3:30:52 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,There is something on the bridge side  of the fov but doesn't move or show up quite in a way that makes me confident it is a seal,
May_15_2023_122629_1483,NA,N,"May _20, _2023",5/20/23,3:35:40 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1484,NA,N,"May _20, _2023",5/20/23,__3:40:28 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1485,NA,N,"May _20, _2023",5/20/23,3:45:16 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,Some loose fish but no schools,
May_15_2023_122629_1486,N,Y,"May _20, _2023",5/20/23,__3:50:06 AM,48:34.2,49:21.0,,,,,,,,,,,00:46.8,46.80,OFF,Floats in and remains very faint in fov for a good portion of it then swims out,
May_15_2023_122629_1487,NA,N,"May _20, _2023",5/20/23,__3:54:54 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1488,NA,N,"May _20, _2023",5/20/23,3:59:42 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1489,NA,N,"May _20, _2023",5/20/23,__4:04:30 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1490,NA,N,"May _20, _2023",5/20/23,__4:09:18 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1491,NA,N,"May _20, _2023",5/20/23,__4:14:06 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1492,NA,N,"May _20, _2023",5/20/23,4:18:54 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1493,NA,N,"May _20, _2023",5/20/23,4:23:42 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1494,NA,N,"May _20, _2023",5/20/23,4:28:32 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1495,NA,N,"May _20, _2023",5/20/23,__4:33:20 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1496,NA,N,"May _20, _2023",5/20/23,4:38:08 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1497,Y,Y,"May _20, _2023",5/20/23,__4:42:56 AM,40:25.8,41:06.4,,,,,,,,,,,00:40.6,40.60,OFF,Floats in and strikes at some fish and swims out. Starts near fillet,
May_15_2023_122629_1498,N,Y,"May _20, _2023",5/20/23,__4:47:44 AM,46:05.6,46:21.2,,,,,,,,,,,00:15.6,15.60,OFF,Swims across,
May_15_2023_122629_1499,NA,N,"May _20, _2023",5/20/23,4:52:32 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1500,NA,N,"May _20, _2023",5/20/23,4:57:20 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1501,NA,N,"May _20, _2023",5/20/23,__5:02:08 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1502,NA,N,"May _20, _2023",5/20/23,5:06:56 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1503,NA,N,"May _20, _2023",5/20/23,5:11:44 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1504,NA,N,"May _20, _2023",5/20/23,__5:16:32 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1505,NA,N,"May _20, _2023",5/20/23,5:21:20 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1506,NA,N,"May _20, _2023",5/20/23,5:26:08 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1507,NA,N,"May _20, _2023",5/20/23,__5:30:56 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1508,NA,N,"May _20, _2023",5/20/23,__5:35:44 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1509,NA,N,"May _20, _2023",5/20/23,5:40:32 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1510,NA,N,"May _20, _2023",5/20/23,5:45:18 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,Starting to see schools of fish,
May_15_2023_122629_1511,NA,N,"May _20, _2023",5/20/23,__5:49:56 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1512,NA,N,"May _20, _2023",5/20/23,5:54:30 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1513,NA,N,"May _20, _2023",5/20/23,__5:59:06 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1514,NA,N,"May _20, _2023",5/20/23,__6:03:40 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,Birds,
May_15_2023_122629_1515,NA,N,"May _20, _2023",5/20/23,__6:08:16 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1516,NA,N,"May _20, _2023",5/20/23,__6:12:50 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1517,NA,N,"May _20, _2023",5/20/23,__6:17:26 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1518,NA,N,"May _20, _2023",5/20/23,6:22:02 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1519,NA,N,"May _20, _2023",5/20/23,6:26:36 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1520,NA,N,"May _20, _2023",5/20/23,6:31:12 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1521,NA,N,"May _20, _2023",5/20/23,__6:35:46 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1522,NA,N,"May _20, _2023",5/20/23,6:40:24 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1523,Y,Y,"May _20, _2023",5/20/23,__6:45:12 AM,43:08.5,43:17.7,43:16.2,43:28.6,43:19.2,43:23.1,43:25.5,43:34.6,44:56.8,45:11.0,,,00:48.8,48.80,OFF,Two seals swimming in circles in the corner by the fillet,
May_15_2023_122629_1524,Y,Y,"May _20, _2023",5/20/23,6:50:00 AM,45:12.8,45:23.1,45:41.8,46:16.0,46:33.1,47:20.1,48:55.4,49:26.6,49:47.6,49:59.3,,,02:14.4,134.40,OFF,"A lot of foraging, and a lot of hanging out",
May_15_2023_122629_1525,Y,Y,"May _20, _2023",5/20/23,6:54:50 AM,50:11.5,50:49.2,54:37.8,54:47.8,,,,,,,,,00:47.7,47.70,OFF,several circles and a last swim through that will continue into the next file,
May_15_2023_122629_1526,Y,Y,"May _20, _2023",5/20/23,__6:59:38 AM,54:47.8,54:51.8,55:51.6,56:07.6,57:43.1,57:48.5,57:56.7,58:44.5,58:58.1,59:28.6,,,01:43.7,103.70,OFF,A lot of time and a lot of swirls of foraging near the fillet,
May_15_2023_122629_1527,Y,Y,"May _20, _2023",5/20/23,7:04:26 AM,01:30.8,01:47.3,01:53.2,02:21.2,01:59.6,02:24.7,03:12.5,03:58.6,,,,,01:55.7,115.70,OFF,Very similar to the last file,
May_15_2023_122629_1528,Y,Y,"May _20, _2023",5/20/23,7:09:08 AM,05:13.7,05:37.0,07:04.9,07:44.0,07:51.1,08:40.8,,,,,,,01:52.1,112.10,OFF,Similar to the last couple of files,
May_15_2023_122629_1529,Y,Y,"May _20, _2023",5/20/23,7:13:52 AM,11:12.2,11:49.9,12:23.2,12:38.4,,,,,,,,,00:52.9,52.90,OFF,No swirls but a couple swims through schools of fish,
May_15_2023_122629_1530,NA,N,"May _20, _2023",5/20/23,__7:18:32 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1531,Y,Y,"May _20, _2023",5/20/23,__7:23:06 AM,18:30.1,18:40.1,18:46.6,19:00.0,,,,,,,,,00:23.4,23.40,OFF,One seal swims through twice,
May_15_2023_122629_1532,NA,N,"May _20, _2023",5/20/23,__7:27:42 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,No seals but there was birds,
May_15_2023_122629_1533,NA,N,"May _20, _2023",5/20/23,7:32:18 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1534,NA,N,"May _20, _2023",5/20/23,__7:36:54 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1535,NA,N,"May _20, _2023",5/20/23,__7:41:40 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1536,NA,N,"May _20, _2023",5/20/23,__7:46:12 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1537,Y,Y,"May _20, _2023",5/20/23,7:50:22 AM,49:40.2,49:56.1,,,,,,,,,,,00:15.9,15.90,OFF,Single swim through ,
May_15_2023_122629_1538,NA,N,"May _20, _2023",5/20/23,__7:54:42 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1539,NA,N,"May _20, _2023",5/20/23,__7:59:08 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1540,N,Y,"May _20, _2023",5/20/23,8:03:32 AM,01:30.8,02:07.3,,,,,,,,,,,00:36.5,36.50,OFF,Faint swim in and just float for a bit but the shape and the way it moves not with the current makes me feel like it is a seal,
May_15_2023_122629_1541,NA,N,"May _20, _2023",5/20/23,8:07:52 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1542,NA,N,"May _20, _2023",5/20/23,__8:12:14 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1543,N,Y,"May _20, _2023",5/20/23,__8:16:34 AM,13:19.3,13:33.5,,,,,,,,,,,00:14.2,14.20,OFF,Swims across fov,
May_15_2023_122629_1544,NA,N,"May _20, _2023",5/20/23,__8:20:36 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1545,N,Y,"May _20, _2023",5/20/23,8:24:48 AM,23:37.1,24:31.3,,,,,,,,,,,00:54.2,54.20,OFF,Swims in and floats then swims out in the same direction,
May_15_2023_122629_1546,NA,N,"May _20, _2023",5/20/23,8:28:56 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1547,NA,N,"May _20, _2023",5/20/23,8:33:02 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1548,NA,N,"May _20, _2023",5/20/23,__8:37:06 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1549,NA,N,"May _20, _2023",5/20/23,8:41:06 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1550,NA,N,"May _20, _2023",5/20/23,8:45:08 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,A lot of noise in the last few files could be wind or rain or just junk in the water,
May_15_2023_122629_1551,NA,N,"May _20, _2023",5/20/23,8:49:08 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1552,NA,N,"May _20, _2023",5/20/23,8:53:06 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1553,NA,N,"May _20, _2023",5/20/23,8:57:12 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1554,NA,N,"May _20, _2023",5/20/23,9:01:16 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1555,NA,N,"May _20, _2023",5/20/23,9:05:22 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1556,NA,N,"May _20, _2023",5/20/23,__9:09:24 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1557,NA,N,"May _20, _2023",5/20/23,__9:13:28 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1558,NA,N,"May _20, _2023",5/20/23,9:17:36 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1559,NA,N,"May _20, _2023",5/20/23,9:21:44 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1560,NA,N,"May _20, _2023",5/20/23,9:25:50 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1561,NA,N,"May _20, _2023",5/20/23,__9:29:52 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1562,NA,N,"May _20, _2023",5/20/23,9:33:48 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1563,NA,N,"May _20, _2023",5/20/23,__9:37:38 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1564,NA,N,"May _20, _2023",5/20/23,__9:41:34 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1565,NA,N,"May _20, _2023",5/20/23,9:45:32 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1566,NA,N,"May _20, _2023",5/20/23,9:49:34 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1567,NA,N,"May _20, _2023",5/20/23,9:53:04 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1568,NA,N,"May _20, _2023",5/20/23,__9:57:02 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1569,NA,N,"May _20, _2023",5/20/23,__10:01:18 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1570,NA,N,"May _20, _2023",5/20/23,10:05:56 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,Definitely large schools of fish,
May_15_2023_122629_1571,NA,N,"May _20, _2023",5/20/23,10:10:40 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1572,NA,N,"May _20, _2023",5/20/23,10:15:28 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1573,NA,N,"May _20, _2023",5/20/23,10:20:18 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1574,NA,N,"May _20, _2023",5/20/23,10:25:00 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1575,NA,N,"May _20, _2023",5/20/23,10:29:22 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1576,NA,N,"May _20, _2023",5/20/23,10:34:08 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1577,NA,N,"May _20, _2023",5/20/23,10:38:54 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1578,NA,N,"May _20, _2023",5/20/23,__10:43:34 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1579,NA,N,"May _20, _2023",5/20/23,10:48:04 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1580,NA,N,"May _20, _2023",5/20/23,10:52:30 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1581,NA,N,"May _20, _2023",5/20/23,10:57:04 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1582,NA,N,"May _20, _2023",5/20/23,11:01:42 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,Really slow file. Pretty weird overallÉ,
May_15_2023_122629_1583,NA,N,"May _20, _2023",5/20/23,11:06:26 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1584,NA,N,"May _20, _2023",5/20/23,11:11:20 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1585,NA,N,"May _20, _2023",5/20/23,11:16:06 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1586,NA,N,"May _20, _2023",5/20/23,__11:21:08 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1587,NA,N,"May _20, _2023",5/20/23,11:26:06 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1588,NA,N,"May _20, _2023",5/20/23,__11:31:06 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1589,NA,N,"May _20, _2023",5/20/23,11:36:06 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1590,NA,N,"May _20, _2023",5/20/23,11:41:04 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1591,NA,N,"May _20, _2023",5/20/23,11:46:06 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1592,NA,N,"May _20, _2023",5/20/23,11:51:10 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1593,NA,N,"May _20, _2023",5/20/23,11:56:08 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1594,NA,N,"May _20, _2023",5/20/23,__12:01:02 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1595,NA,N,"May _20, _2023",5/20/23,12:05:56 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1596,NA,N,"May _20, _2023",5/20/23,__12:10:44 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1597,NA,N,"May _20, _2023",5/20/23,12:15:26 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1598,NA,N,"May _20, _2023",5/20/23,12:19:58 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1599,NA,N,"May _20, _2023",5/20/23,__12:24:18 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1600,NA,N,"May _20, _2023",5/20/23,12:28:36 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1601,N,Y,"May _20, _2023",5/20/23,12:32:46 PM,30:39.3,30:49.4,,,,,,,,,,,00:10.1,10.10,OFF,Quick swim across,
May_15_2023_122629_1602,N,Y,"May _20, _2023",5/20/23,12:36:52 PM,36:02.5,36:16.7,,,,,,,,,,,00:14.2,14.20,OFF,Quick swim across,
May_15_2023_122629_1603,NA,N,"May _20, _2023",5/20/23,__12:40:50 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1604,N,Y,"May _20, _2023",5/20/23,12:44:34 PM,42:49.5,43:02.5,43:28.0,43:51.2,,,,,,,,,00:36.2,36.20,OFF,Two swim throughs,
May_15_2023_122629_1605,N,Y,"May _20, _2023",5/20/23,12:48:12 PM,46:54.6,47:04.6,,,,,,,,,,,00:10.0,10.00,OFF,Single seal swim through,
May_15_2023_122629_1606,NA,N,"May _20, _2023",5/20/23,12:51:50 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1607,NA,N,"May _20, _2023",5/20/23,12:55:38 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1608,N,Y,"May _20, _2023",5/20/23,12:59:36 PM,56:57.3,57:16.3,57:21.9,57:36.7,57:27.4,57:44.4,,,,,,,00:50.8,50.80,OFF,,
May_15_2023_122629_1609,NA,N,"May _20, _2023",5/20/23,__1:03:14 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1610,N,Y,"May _20, _2023",5/20/23,__1:06:42 PM,03:16.3,03:29.8,04:22.9,04:57.7,04:48.7,05:00.4,05:03.7,05:28.2,06:08.9,06:20.8,,,01:36.4,96.40,OFF,Several swims and floats around,
May_15_2023_122629_1611,N,Y,"May _20, _2023",5/20/23,1:10:12 PM,08:13.8,08:28.2,,,,,,,,,,,00:14.4,14.40,OFF,,
May_15_2023_122629_1612,N,Y,"May _20, _2023",5/20/23,__1:13:46 PM,11:30.8,11:41.3,,,,,,,,,,,00:10.5,10.50,OFF,,
May_15_2023_122629_1613,N,Y,"May _20, _2023",5/20/23,__1:17:18 PM,14:14.0,14:21.6,,,,,,,,,,,00:07.6,7.60,OFF,,
May_15_2023_122629_1614,Y,Y,"May _20, _2023",5/20/23,1:20:52 PM,18:04.9,18:16.9,18:17.0,18:29.1,18:31.2,19:15.8,,,,,,,01:08.7,68.70,OFF,,
May_15_2023_122629_1615,Y,Y,"May _20, _2023",5/20/23,1:24:28 PM,22:00.3,22:14.5,22:34.2,23:35.5,23:04.4,23:15.5,,,,,,,01:26.6,86.60,OFF,Looks like one of the seals swims into a big school of fish.,
May_15_2023_122629_1616,N,Y,"May _20, _2023",5/20/23,__1:28:02 PM,26:35.8,27:19.0,26:38.9,26:50.6,26:59.3,27:13.3,,,,,,,01:08.9,68.90,OFF,Two or three seals swimming with each other,
May_15_2023_122629_1617,Y,Y,"May _20, _2023",5/20/23,1:31:42 PM,28:28.2,29:35.8,31:10.4,31:26.5,31:33.6,31:40.6,,,,,,,01:30.7,90.70,OFF,Ends file with seal in fov and there Is a couple of seal swoops that to me indicate foraging behavior,
May_15_2023_122629_1618,N,Y,"May _20, _2023",5/20/23,__1:35:22 PM,33:51.8,34:05.4,34:48.4,34:58.3,,,,,,,,,00:23.5,23.50,OFF,Just a couple of swim throughs,
May_15_2023_122629_1619,N,Y,"May _20, _2023",5/20/23,__1:39:08 PM,35:28.1,35:38.0,36:36.9,36:51.6,37:16.2,37:24.3,37:50.3,38:19.9,38:24.3,38:34.1,,,01:12.1,72.10,OFF,A lot of time swimming around and floating,
May_15_2023_122629_1620,N,Y,"May _20, _2023",5/20/23,1:42:48 PM,41:31.1,42:26.1,42:29.7,42:46.0,,,,,,,,,01:11.3,71.30,OFF,,
May_15_2023_122629_1621,N,Y,"May _20, _2023",5/20/23,__1:46:22 PM,43:15.6,43:29.5,45:36.4,45:44.3,45:47.8,46:21.3,,,,,,,00:55.3,55.30,OFF,Continues onto next file,
May_15_2023_122629_1622,N,Y,"May _20, _2023",5/20/23,1:49:58 PM,46:29.7,46:47.4,,,,,,,,,,,00:17.7,17.70,OFF,Seal early on then there is a bird,
May_15_2023_122629_1623,N,Y,"May _20, _2023",5/20/23,__1:53:34 PM,51:35.8,51:44.3,51:33.7,52:11.0,,,,,,,,,00:45.8,45.80,OFF,,
May_15_2023_122629_1624,N,Y,"May _20, _2023",5/20/23,1:57:12 PM,55:33.3,55:44.2,55:51.8,56:01.1,,,,,,,,,00:20.2,20.20,OFF,Swimming across,
May_15_2023_122629_1625,N,Y,"May _20, _2023",5/20/23,__2:00:56 PM,59:51.3,00:16.2,,,,,,,,,,,00:24.9,24.90,OFF,,
May_15_2023_122629_1626,N,Y,"May _20, _2023",5/20/23,__2:04:36 PM,01:07.4,01:49.0,03:12.0,03:24.2,03:25.7,03:33.4,03:40.7,03:53.3,03:53.6,04:06.3,04:28.4,04:34.7,01:33.1,93.10,OFF,,
May_15_2023_122629_1627,N,Y,"May _20, _2023",5/20/23,__2:08:18 PM,05:05.3,05:18.7,07:30.6,07:42.3,07:32.9,08:05.4,,,,,,,00:57.6,57.60,OFF,Multiple seals,
May_15_2023_122629_1628,Y,Y,"May _20, _2023",5/20/23,2:11:56 PM,08:40.3,08:46.7,09:09.0,09:30.8,10:36.8,10:45.5,10:38.1,11:07.4,11:19.1,11:33.1,,,01:20.2,80.20,OFF,A lot of seal ,
May_15_2023_122629_1629,NA,N,"May _20, _2023",5/20/23,__2:15:32 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1630,N,Y,"May _20, _2023",5/20/23,2:19:14 PM,15:47.2,16:05.4,16:04.9,16:41.5,18:33.9,18:56.1,,,,,,,01:17.0,77.00,OFF,,
May_15_2023_122629_1631,NA,N,"May _20, _2023",5/20/23,__2:22:56 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1632,N,Y,"May _20, _2023",5/20/23,__2:26:50 PM,25:19.6,25:33.7,25:47.3,26:01.6,25:52.0,26:41.9,,,,,,,01:18.3,78.30,OFF,A coupoe seals swim in together,
May_15_2023_122629_1633,N,Y,"May _20, _2023",5/20/23,__2:30:50 PM,30:04.0,30:17.6,,,,,,,,,,,00:13.6,13.60,OFF,,
May_15_2023_122629_1634,N,Y,"May _20, _2023",5/20/23,__2:34:56 PM,33:11.3,33:17.5,34:49.9,34:54.7,,,,,,,,,00:11.0,11.00,OFF,Swim through that,
May_15_2023_122629_1635,N,Y,"May _20, _2023",5/20/23,__2:39:00 PM,34:54.8,35:00.2,36:18.5,36:34.4,,,,,,,,,00:21.3,21.30,OFF,Not a ton of fish. Continuation of last file and then one more swim through,
May_15_2023_122629_1636,N,Y,"May _20, _2023",5/20/23,2:43:08 PM,39:21.5,39:36.2,40:04.5,40:10.9,,,,,,,,,00:21.1,21.10,OFF,Very similar to last file,
May_15_2023_122629_1637,N,Y,"May _20, _2023",5/20/23,__2:47:20 PM,43:48.0,44:00.8,45:40.9,45:55.5,47:15.9,47:18.5,,,,,,,00:30.0,30.00,OFF,Continues onto the next file,
May_15_2023_122629_1638,N,Y,"May _20, _2023",5/20/23,2:51:44 PM,47:18.6,47:29.1,48:25.1,48:41.8,,,,,,,,,00:27.2,27.20,OFF,,
May_15_2023_122629_1639,N,Y,"May _20, _2023",5/20/23,__2:56:16 PM,53:27.2,53:40.9,,,,,,,,,,,00:13.7,13.70,OFF,Swim across,
May_15_2023_122629_1640,N,Y,"May _20, _2023",5/20/23,3:00:56 PM,57:51.6,58:18.0,58:39.6,58:56.8,,,,,,,,,00:43.6,43.60,OFF,,
